workerid,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
22,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3X4MXAO0BGPGAMMMLC6QKKDMOS2RW7""",22,"""Submitted""","""Wed May 22 02:35:05 CEST 2019""","""Tue May 21 09:26:09 CEST 2019""","""Tue May 21 09:55:05 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""24.303566666666665"""
23,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3GNCZX450IOYRW347F69X0GGVRBPA2""",23,"""Submitted""","""Wed May 22 02:35:08 CEST 2019""","""Tue May 21 09:26:04 CEST 2019""","""Tue May 21 09:55:08 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""24.716583333333332"""
24,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""39N5ACM9HEOKMDTZF9S9155WP9TP9N""",24,"""Submitted""","""Wed May 22 02:35:13 CEST 2019""","""Tue May 21 09:26:03 CEST 2019""","""Tue May 21 09:55:13 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""27.416333333333334"""
25,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3NL0RFNU0FOIEGQ7LMRAOG8H979K4L""",25,"""Submitted""","""Wed May 22 02:35:47 CEST 2019""","""Tue May 21 09:26:15 CEST 2019""","""Tue May 21 09:55:47 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""27.983183333333333"""
26,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3N2BF7Y2VQV7GGE5L5O9XI9P3HQMHE""",26,"""Submitted""","""Wed May 22 02:35:57 CEST 2019""","""Tue May 21 09:38:30 CEST 2019""","""Tue May 21 09:55:57 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""15.495633333333334"""
27,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3DL65MZB8DGINKBCIFMP9J70HNUCE6""",27,"""Submitted""","""Wed May 22 02:36:07 CEST 2019""","""Tue May 21 09:27:00 CEST 2019""","""Tue May 21 09:56:07 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""28.232233333333333"""
28,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3SKRO2GZ71S1MHTOY488QI1EXNZK18""",28,"""Submitted""","""Wed May 22 02:36:17 CEST 2019""","""Tue May 21 09:26:11 CEST 2019""","""Tue May 21 09:56:17 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""29.54515"""
29,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""39LNWE0K4UXQPJUY0PXGO4RYGG8UI7""",29,"""Submitted""","""Wed May 22 02:36:30 CEST 2019""","""Tue May 21 09:27:00 CEST 2019""","""Tue May 21 09:56:30 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""26.03705"""
30,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3TXWC2NHNZRHZ59R7QW3WAA7CT09SN""",30,"""Submitted""","""Wed May 22 02:37:08 CEST 2019""","""Tue May 21 09:27:00 CEST 2019""","""Tue May 21 09:57:08 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""29.64155"""
31,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3WLEIWSYHOIH9CACBN5PI9VRXC9H2I""",31,"""Submitted""","""Wed May 22 02:37:09 CEST 2019""","""Tue May 21 09:26:04 CEST 2019""","""Tue May 21 09:57:09 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""29.554516666666668"""
32,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3DY4FPOOA1P3VXMHV21UYIU8HJ0RVX""",32,"""Submitted""","""Wed May 22 02:37:21 CEST 2019""","""Tue May 21 09:26:08 CEST 2019""","""Tue May 21 09:57:21 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""31.162983333333333"""
33,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3W8CV64QJ20S9WVBWWK4SW353IJH9A""",33,"""Submitted""","""Wed May 22 02:37:34 CEST 2019""","""Tue May 21 09:27:01 CEST 2019""","""Tue May 21 09:57:34 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""-30.1429"""
34,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""32KTQ2V7RDGE1AWMNT0HK1B1K4I9MB""",34,"""Submitted""","""Wed May 22 02:38:57 CEST 2019""","""Tue May 21 09:26:17 CEST 2019""","""Tue May 21 09:58:57 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""24.86745"""
35,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3EO896NRAWW7KHZFI2S6V9KWAHQJTH""",35,"""Submitted""","""Wed May 22 02:40:16 CEST 2019""","""Tue May 21 09:26:01 CEST 2019""","""Tue May 21 10:00:16 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""14.175433333333334"""
36,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""39O5D9O87TTFDMVFTV5TQS33QY4C3F""",36,"""Submitted""","""Wed May 22 02:41:05 CEST 2019""","""Tue May 21 09:27:02 CEST 2019""","""Tue May 21 10:01:05 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""33.69351666666667"""
37,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3QY5DC2MXRL6FSS8ZHRVL7E60OGUFG""",37,"""Submitted""","""Wed May 22 02:41:12 CEST 2019""","""Tue May 21 09:26:06 CEST 2019""","""Tue May 21 10:01:12 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""31.669483333333332"""
38,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3Q8GYXHFEP3IR1IJ7ETM5P1N4UVC55""",38,"""Submitted""","""Wed May 22 02:41:40 CEST 2019""","""Tue May 21 09:26:10 CEST 2019""","""Tue May 21 10:01:40 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""31.72385"""
39,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""32EYX73OY0A3IIXHQCRP2WSP3CRRU8""",39,"""Submitted""","""Wed May 22 02:41:47 CEST 2019""","""Tue May 21 09:26:06 CEST 2019""","""Tue May 21 10:01:47 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""30.25015"""
40,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""382M9COHEHGE9ESC467P3PT6ON1EUI""",40,"""Submitted""","""Wed May 22 02:41:47 CEST 2019""","""Tue May 21 09:26:09 CEST 2019""","""Tue May 21 10:01:47 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""35.06913333333333"""
41,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""38F71OA9GTXN2KNZQF09UXXCN2DMFG""",41,"""Submitted""","""Wed May 22 02:42:25 CEST 2019""","""Tue May 21 09:26:00 CEST 2019""","""Tue May 21 10:02:25 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""35.7829"""
42,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3YZ8UPK3VTNZCG8Y8F1UD1T33BOUC5""",42,"""Submitted""","""Wed May 22 02:42:56 CEST 2019""","""Tue May 21 09:26:04 CEST 2019""","""Tue May 21 10:02:56 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""35.788133333333334"""
43,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3R2PKQ87NW97CBPPRN6UXUA43U5MI7""",43,"""Submitted""","""Wed May 22 02:43:01 CEST 2019""","""Tue May 21 09:26:04 CEST 2019""","""Tue May 21 10:03:01 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""30.952783333333333"""
44,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3JMSRU9HQIVEMTHC9WHUZBVP2UAEV7""",44,"""Submitted""","""Wed May 22 02:44:00 CEST 2019""","""Tue May 21 09:26:12 CEST 2019""","""Tue May 21 10:04:00 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""24.621316666666665"""
45,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3OLF68YTN92M0JEATCA4L62CTLOFAP""",45,"""Submitted""","""Wed May 22 02:44:44 CEST 2019""","""Tue May 21 09:27:01 CEST 2019""","""Tue May 21 10:04:44 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""19.6036"""
46,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3U0SRXB7CD6QNSD8TBF3O10VVGYRNG""",46,"""Submitted""","""Wed May 22 02:45:02 CEST 2019""","""Tue May 21 09:26:01 CEST 2019""","""Tue May 21 10:05:02 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""37.34021666666667"""
47,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""33PPUNGG386K4HRRWZQXJO745U6RZX""",47,"""Submitted""","""Wed May 22 02:45:51 CEST 2019""","""Tue May 21 09:26:14 CEST 2019""","""Tue May 21 10:05:51 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""39.05298333333333"""
48,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3PZDLQMM0TMQS4ZWPVRO7IYBKK4C24""",48,"""Submitted""","""Wed May 22 02:47:06 CEST 2019""","""Tue May 21 09:33:32 CEST 2019""","""Tue May 21 10:07:06 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""33.05233333333333"""
49,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3D4CH1LGEAUE9000CQ2M7WR4OI69G3""",49,"""Submitted""","""Wed May 22 02:48:05 CEST 2019""","""Tue May 21 09:26:06 CEST 2019""","""Tue May 21 10:08:05 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""40.01425"""
50,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3RGU30DZTA937M9V95RU9VP4G9UMJJ""",50,"""Submitted""","""Wed May 22 02:49:32 CEST 2019""","""Tue May 21 09:26:06 CEST 2019""","""Tue May 21 10:09:32 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""6.570716666666667"""
51,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3ERET4BTVMAJBMWJ2HN15OJXVZN9K6""",51,"""Submitted""","""Wed May 22 02:50:07 CEST 2019""","""Tue May 21 09:26:15 CEST 2019""","""Tue May 21 10:10:07 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""42.65323333333333"""
52,"""38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue May 21 09:23:51 CEST 2019""","""75""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2700""","""60000""","""Thu Jun 20 09:23:51 CEST 2019""","""https://requester.mturk.com/mturk/manageHIT?HITId=38EHZ67RIMTQT0L0BX1PNY1Y01OMGJ""","""3VHP9MDGRNLATYB8DQ6VR1S0TO9CFO""",52,"""Submitted""","""Wed May 22 02:51:12 CEST 2019""","""Tue May 21 09:27:01 CEST 2019""","""Tue May 21 10:11:12 CEST 2019""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""42.347116666666665"""
